Legacy_OrganizationName,Legacy_OrganizationID,Legacy_ProgramName,Legacy_ProgramID,Clarity_AgencyID,Clarity_AgencyName,Clarity_ProgramID,Clarity_ProgramName
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - SSVF HP,1185,7,Licking County Coalition for Housing,356,Licking - Licking County Coalition for Housing - SSVF HP
Licking County Coalition for Housing,9,zzLicking - St. Vincent de Paul - St. Vincent Haven - HCRP RRH,1601,7,Licking County Coalition for Housing,464,zzLicking - St. Vincent de Paul - St. Vincent Haven - HCRP RRH
Licking County Coalition for Housing,9,Licking - LCCH - RRH Reallocation - RRH,1766,7,Licking County Coalition for Housing,520,Licking - LCCH - RRH Reallocation - RRH
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - Region 9 RRH,2068,7,Licking County Coalition for Housing,718,Licking - Licking County Coalition for Housing - Region 9 RRH
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - Targeted RRH,2096,7,Licking County Coalition for Housing,737,Licking - Licking County Coalition for Housing - Targeted RRH
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - OHFA ERA - not homeless dedicated,2138,7,Licking County Coalition for Housing,757,Licking - Licking County Coalition for Housing - OHFA ERA - not homeless dedicated
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - ES Overflow,2140,7,Licking County Coalition for Housing,759,Licking - Licking County Coalition for Housing - ES Overflow
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - ESG-CV HP,2191,7,Licking County Coalition for Housing,810,Licking - Licking County Coalition for Housing - ESG-CV HP
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - TANF HP,2308,7,Licking County Coalition for Housing,924,Licking - Licking County Coalition for Housing - TANF HP
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - TANF RRH,2309,7,Licking County Coalition for Housing,925,Licking - Licking County Coalition for Housing - TANF RRH
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - LCCH - TH,251,7,Licking County Coalition for Housing,78,Licking - Licking County Coalition for Housing - LCCH - TH
Licking County Coalition for Housing,9,Licking - LCCH - RROhio - RRH,607,7,Licking County Coalition for Housing,129,Licking - LCCH - RROhio - RRH
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - HCRP RRH,895,7,Licking County Coalition for Housing,203,Licking - Licking County Coalition for Housing - HCRP RRH
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - HCRP HP,896,7,Licking County Coalition for Housing,204,Licking - Licking County Coalition for Housing - HCRP HP
Athens MHA,92,Athens - Athens MHA - Athens Shelter Plus Care - Tenant Based SPC - PSH,150,29,Athens MHA,47,Athens - Athens MHA - Athens Shelter Plus Care - Tenant Based SPC - PSH
Athens MHA,92,Athens - Athens MHA - Athens Serenity Village SAMI Shelter Plus Care - PSH,376,29,Athens MHA,95,Athens - Athens MHA - Athens Serenity Village SAMI Shelter Plus Care - PSH
New Sunrise Properties,96,Lorain - New Sunrise Properties Inc. - Supportive Housing - PSH,167,31,New Sunrise Properties,51,Lorain - New Sunrise Properties Inc. - Supportive Housing - PSH
zzButler - YWCA of Hamilton,105,zzButler - YWCA of Hamilton Ohio - Goodman Place - TH,254,131,,1058,
Help Network of Northeast Ohio,2361,Mahoning - Coordinated Entry - CE,2372,258,,1026,
zzBelmont - Crossroads Counseling Services - St. Clairsville,888,zzBelmont - Crossroads Counseling Services - HCRP RRH,889,271,,1025,
zzAuglaize Mercer - Sources Community Network Services,287,zzAuglaize - Sources Community Network Services - HCRP RRH,929,272,,1056,
zzAuglaize Mercer - Sources Community Network Services,287,zzAuglaize - Sources Community Network Services - HCRP HP,930,272,,1057,
zzAuglaize Mercer - Sources Community Network Services,287,zzMercer - Sources Community Network Services - HCRP RRH,916,272,,1047,
zzAuglaize Mercer - Sources Community Network Services,287,zzMercer - Sources Community Network Services - HCRP HP,915,272,,1034,
Rescue Mission of Mahoning Valley,2103,Mahoning - Rescue Mission of Mahoning Valley Men's Division - ES,2358,276,,1033,
Rescue Mission of Mahoning Valley,2103,Mahoning - Rescue Mission of Mahoning Valley Family Services Division - ES,2335,276,,1035,
zzJefferson Behavioral Health System,343,zzJefferson - Jefferson Behavioral Health System - HCRP RRH,884,278,,1036,
zzJefferson County Housing and Homeless Coalition,491,zzJefferson - Jefferson County CAC - Supportive Housing Program - SSO,760,282,,1048,
"zzButler County - Community Development Professionals, Inc.",562,zzButler - Community Development Professionals - HCRP RRH,927,297,,1060,
"zzButler County - Community Development Professionals, Inc.",562,zzButler - Community Development Professionals - HCRP HP,928,297,,1059,
zzClark - McKinley Hall,1065,zzClark - McKinley Hall - Wehler House - TH,767,298,,1062,
zzClark - McKinley Hall,1065,zzClark - McKinley Hall - Dimensions Women's Transitional - TH,634,298,,1061,
Coalition on Homelessness and Housing in Ohio (COHHIO),1,Unsheltered Clients (OUTREACH),1695,211,Unsheltered Clients - Outreach,1055,Unsheltered Clients - OUTREACH
Integrated Services for Behavioral Health,789,Jackson - Integrated Services - AP,2014,98,Integrated Services for Behavioral Health,684,Jackson - Integrated Services - AP
Community Action Program Commission of the Lancaster Fairfield County Area,223,Fairfield - Lancaster Fairfield CAA - HASFY - ODH - SSO,2480,59,Community Action Program Commission of the Lancaster Fairfield County Area,1012,Fairfield - Lancaster Fairfield CAA - HASFY - ODH - SSO
Community Action Program Commission of the Lancaster Fairfield County Area,223,Fairfield - Lancaster Fairfield CAA - ODH - ES Overflow,2450,59,Community Action Program Commission of the Lancaster Fairfield County Area,1006,Fairfield - Lancaster Fairfield CAA - ODH - ES Overflow
Community Action Program Commission of the Lancaster Fairfield County Area,223,Fairfield - Lancaster Fairfield CAA - ODH - Street Outreach,2451,59,Community Action Program Commission of the Lancaster Fairfield County Area,1007,Fairfield - Lancaster Fairfield CAA - ODH - Street Outreach
Community Action Program Commission of the Lancaster Fairfield County Area,223,Fairfield - Lancaster Fairfield CAA - ODH Youth RRH,2452,59,Community Action Program Commission of the Lancaster Fairfield County Area,1008,Fairfield - Lancaster Fairfield CAA - ODH Youth RRH
Great Lakes Community Action Partnership,12,Sandusky - GLCAP - AP,1829,9,Great Lakes Community Action Partnership,544,Sandusky - GLCAP - AP
Licking County Coalition for Housing,9,Licking - LCCH AP,1875,7,Licking County Coalition for Housing,571,Licking - LCCH AP
Volunteers of America Ohio and Indiana,111,Erie - VOA of Ohio and Indiana - Crossroads - AP,1945,35,Volunteers of America Ohio and Indiana,622,Erie - VOA of Ohio and Indiana - Crossroads - AP
Integrated Services for Behavioral Health,789,Gallia - Integrated Services - AP,2012,98,Integrated Services for Behavioral Health,682,Gallia - Integrated Services - AP
"Northwestern Ohio Community Action Commission, Inc.",53,Defiance - Northwestern Ohio CAC - The PATH Center - AP,1938,11,"Northwestern Ohio Community Action Commission, Inc.",615,Defiance - Northwestern Ohio CAC - The PATH Center - AP
LSS Faith Mission of Fairfield County,6,Fairfield - LSS of Fairfield County - AP,2027,4,LSS Faith Mission of Fairfield County,1064,Fairfield - LSS of Fairfield County - AP
Miami Valley Community Action Partnership,365,Greene - Miami Valley Community Action Partnership - AP,1996,77,Miami Valley Community Action Partnership,668,Greene - Miami Valley Community Action Partnership - AP
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - AP,1963,26,HM Housing Development Corp.,639,Trumbull - Humility of Mary Housing - AP
Kno-Ho-Co-Ashland Community Action Commission,206,Coshocton - KnoHoCo Ashland CAC - AP,2019,50,Kno-Ho-Co-Ashland Community Action Commission,688,Coshocton - KnoHoCo Ashland CAC - AP
Catholic Charities of Ashtabula County,407,Ashtabula - Catholic Charities of Ashtabula County - AP,1961,82,Catholic Charities of Ashtabula County,637,Ashtabula - Catholic Charities of Ashtabula County - AP
"Adams County Shelter for the Homeless, Inc.",210,Adams - Adams County Shelter for the Homeless - AP,1957,51,"Adams County Shelter for the Homeless, Inc.",633,Adams - Adams County Shelter for the Homeless - AP
Ashtabula County Community Housing Development Organization,517,Ashtabula - Ashtabula County CHDO - AP,1960,85,Ashtabula County Community Housing Development Organization,636,Ashtabula - Ashtabula County CHDO - AP
"Ashtabula Homeless Shelter, Inc.",220,Ashtabula - Samaritan House - AP,2046,58,"Ashtabula Homeless Shelter, Inc.",711,Ashtabula - Samaritan House - AP
Behavioral Healthcare Partners of Central Ohio,72,Knox - Behavioral Healthcare Partners of Central Ohio - AP,2033,20,Behavioral Healthcare Partners of Central Ohio,699,Knox - Behavioral Healthcare Partners of Central Ohio - AP
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - AP,1818,20,Behavioral Healthcare Partners of Central Ohio,541,Licking - Behavioral Healthcare Partners of Central Ohio - AP
Bridges Community Action Partnership,1799,Shelby - Bridges CAP - AP,1946,237,Bridges Community Action Partnership,623,Shelby - Bridges CAP - AP
"CAC of Erie, Huron & Richland Counties, Inc.",228,"Huron - CAC of Erie, Huron & Richland Counties - Norwalk Homeless Shelter - AP",1941,62,"CAC of Erie, Huron & Richland Counties, Inc.",618,"Huron - CAC of Erie, Huron & Richland Counties - Norwalk Homeless Shelter - AP"
Called to Freedom Fellowship,1830,Guernsey - Freedom Fellowship House Warming Shelter - ES,1831,269,Called to Freedom Fellowship,1022,Guernsey - Freedom Fellowship House Warming Shelter - ES
Catholic Charities Corporation,1369,Lorain - Catholic Charities Corporation - St. Elizabeth's Center - AP,1851,187,Catholic Charities Corporation,549,Lorain - Catholic Charities Corporation - St. Elizabeth's Center - AP
Catholic Charities Diocese of Toledo,79,Huron - Catholic Charities Diocese of Toledo - AP,1940,23,Catholic Charities Diocese of Toledo,617,Huron - Catholic Charities Diocese of Toledo - AP
Catholic Charities Diocese of Toledo,79,Richland - Catholic Charities Diocese of Toledo - AP,1939,23,Catholic Charities Diocese of Toledo,616,Richland - Catholic Charities Diocese of Toledo - AP
"Clermont County Community Services, Inc.",289,Clermont - Clermont County Community Services - James Sauls - AP,1991,67,"Clermont County Community Services, Inc.",663,Clermont - Clermont County Community Services - James Sauls - AP
Columbiana County Mental Health Clinic,5,Columbiana - Columbiana County MHC - AP,1933,3,Columbiana County Mental Health Clinic,611,Columbiana - Columbiana County MHC - AP
Community Action Agency of Columbiana County,55,Columbiana - Community Action Agency of Columbiana - AP,1934,13,Community Action Agency of Columbiana County,612,Columbiana - Community Action Agency of Columbiana - AP
Ross County Community Action Commission,370,Ross - Ross County CAC - AP,2002,78,Ross County Community Action Commission,1075,Ross - Ross County CAC - AP
Community Action Commission of Fayette County,370,Clinton - Clinton County Services for the Homeless - AP,1997,6,Community Action Commission of Fayette County,670,Clinton - Clinton County Services for the Homeless - AP
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Fayette Landing - AP,1999,6,Community Action Commission of Fayette County,669,Fayette - CAC of Fayette County - Fayette Landing - AP
Community Action Program Commission of the Lancaster Fairfield County Area,223,Fairfield - Lancaster Fairfield CAA - Lancaster Fairfield CAA Family Shelter - AP,2009,59,Community Action Program Commission of the Lancaster Fairfield County Area,679,Fairfield - Lancaster Fairfield CAA - Lancaster Fairfield CAA Family Shelter - AP
"Hope House Rescue Mission, Inc.",229,Butler - Hope House Rescue Mission - Center of Hope - AP,1987,63,"Hope House Rescue Mission, Inc.",657,Butler - Hope House Rescue Mission - Center of Hope - AP
"Hope House Rescue Mission, Inc.",229,Butler - Hope House Rescue Mission - Center of Hope - HCRP HP,1661,63,"Hope House Rescue Mission, Inc.",473,Butler - Hope House Rescue Mission - Center of Hope - HCRP HP
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - AP,1994,21,Interfaith Hospitality Network of Springfield,666,Clark - IHN of Clark County - AP
Miami Valley Community Action Partnership,365,Darke -  Miami Valley Community Action Partnership - AP,1949,77,Miami Valley Community Action Partnership,625,Darke -  Miami Valley Community Action Partnership - AP
The Salvation Army Columbus Area Services,330,Delaware - Salvation Army Columbus Area Services - AP,1973,72,The Salvation Army Columbus Area Services,649,Delaware - Salvation Army Columbus Area Services - AP
G.M.N. TriCounty Community Action Committee,592,Guernsey - G.M.N. TriCounty CAC - AP,2031,91,G.M.N. TriCounty Community Action Committee,697,Guernsey - G.M.N. TriCounty CAC - AP
"Findlay Hope House for the Homeless, Inc.",348,Hancock - Findlay Hope House for the Homeless - AP,1975,75,"Findlay Hope House for the Homeless, Inc.",650,Hancock - Findlay Hope House for the Homeless - AP
HHWP Community Action Commission,618,Hancock - HHWP Community Action Commission - AP,1977,93,HHWP Community Action Commission,651,Hancock - HHWP Community Action Commission - AP
Integrated Services for Behavioral Health,789,Hocking - Integrated Services - AP,2013,98,Integrated Services for Behavioral Health,683,Hocking - Integrated Services - AP
"Lifeline, Inc.",1324,"Lake - Lifeline, Inc. - AP",1965,183,"Lifeline, Inc.",641,"Lake - Lifeline, Inc. - AP"
"Ironton Lawrence County Area CAO, Inc.",71,Lawrence - Ironton Lawrence CAO - AP,1954,19,"Ironton Lawrence County Area CAO, Inc.",630,Lawrence - Ironton Lawrence CAO - AP
The Main Place,705,Licking - The Main Place - AP,1929,95,The Main Place,608,Licking - The Main Place - AP
"Residential Administrators, Inc.",88,"Logan - Residential Administrators, Inc. - AP",1984,27,"Residential Administrators, Inc.",658,"Logan - Residential Administrators, Inc. - AP"
Ohio Heartland Community Action Commission,336,Marion - Ohio Heartland CAC - AP,1817,73,Ohio Heartland Community Action Commission,540,Marion - Ohio Heartland CAC - AP
Medina Metropolitan Housing Authority,526,Medina - Medina MHA - AP,1958,89,Medina Metropolitan Housing Authority,634,Medina - Medina MHA - AP
Medina Metropolitan Housing Authority,526,Medina - Medina MHA - ESG-CV HP,2206,89,Medina Metropolitan Housing Authority,824,Medina - Medina MHA - ESG-CV HP
Integrated Services for Behavioral Health,789,Meigs - Integrated Services - AP,2015,98,Integrated Services for Behavioral Health,685,Meigs - Integrated Services - AP
Washington - Morgan Counties CAP,141,Morgan - Washington Morgan CAP - AP,2032,37,Washington - Morgan Counties CAP,698,Morgan - Washington Morgan CAP - AP
The Salvation Army Columbus Area Services,330,Morrow - Salvation Army Columbus Area Services - AP,2036,72,The Salvation Army Columbus Area Services,702,Morrow - Salvation Army Columbus Area Services - AP
The Salvation Army of Zanesville,194,Muskingum - Salvation Army of Zanesville - ESG-CV - RRH,2418,46,The Salvation Army of Zanesville,980,Muskingum - Salvation Army of Zanesville - ESG-CV - RRH
G.M.N. TriCounty Community Action Committee,592,Noble - G.M.N. TriCounty CAC - AP,1969,91,G.M.N. TriCounty Community Action Committee,645,Noble - G.M.N. TriCounty CAC - AP
Integrated Services for Behavioral Health,789,Perry - Integrated Services - AP,2016,98,Integrated Services for Behavioral Health,686,Perry - Integrated Services - AP
"Pickaway County Community Action Organization, Inc.",63,Pickaway - Pickaway County CAO - AP,2001,17,"Pickaway County Community Action Organization, Inc.",672,Pickaway - Pickaway County CAO - AP
Pike - CAC of Pike County,383,Pike - CAC of Pike County - AP,1953,79,Pike - CAC of Pike County,629,Pike - CAC of Pike County - AP
"Family and Community Services, Inc.",1222,Portage - Family and Community Services - Housing & Emergency Support Services - AP,1964,163,"Family and Community Services, Inc.",640,Portage - Family and Community Services - Housing & Emergency Support Services - AP
"Family and Community Services, Inc.",1222,Portage - Family and Community Services - SSVF - AP,2045,163,"Family and Community Services, Inc.",710,Portage - Family and Community Services - SSVF - AP
"Harmony House Homeless Services, Inc.",108,Richland - Harmony House - AP,2120,34,"Harmony House Homeless Services, Inc.",742,Richland - Harmony House - AP
Great Lakes Community Action Partnership,12,Seneca - GLCAP - AP,2022,9,Great Lakes Community Action Partnership,690,Seneca - GLCAP - AP
Greater Youngstown-Warren Urban League,211,Trumbull - Urban League - Amos Christy House - AP,1962,52,Greater Youngstown-Warren Urban League,638,Trumbull - Urban League - Amos Christy House - AP
The Salvation Army Columbus Area Services,330,Union - Salvation Army Columbus Area Services - AP,1974,72,The Salvation Army Columbus Area Services,652,Union - Salvation Army Columbus Area Services - AP
Integrated Services for Behavioral Health,789,Vinton - Integrated Services - AP,2017,98,Integrated Services for Behavioral Health,687,Vinton - Integrated Services - AP
Sojourners Care Network,855,Vinton Sojourners Care Network - AP,2005,99,Sojourners Care Network,675,Vinton Sojourners Care Network - AP
Warren Metropolitan Housing Authority,52,Warren - Warren MHA - Transitions - AP,1993,10,Warren Metropolitan Housing Authority,665,Warren - Warren MHA - Transitions - AP
Washington - Morgan Counties CAP,141,Washington - Washington Morgan CAP - AP,1968,37,Washington - Morgan Counties CAP,644,Washington - Washington Morgan CAP - AP
"OneEighty, Inc.",1762,Wayne - One Eighty - AP,2024,231,"OneEighty, Inc.",693,Wayne - One Eighty - AP
Salvation Army of Wooster,219,Wayne - Salvation Army Wooster - AP,1959,57,Salvation Army of Wooster,635,Wayne - Salvation Army Wooster - AP
Wood Salvation Army,1299,zzWood - Salvation Army - AP,1943,182,Wood Salvation Army,620,Wood - Salvation Army - AP
"Clinton County Services for the Homeless, Inc.",182,Clinton - Clinton County Services for the Homeless - ESG-CV HP,2265,42,"Clinton County Services for the Homeless, Inc.",1073,Clinton - Clinton County Services for the Homeless - ESG-CV HP
"Clinton County Services for the Homeless, Inc.",182,Clinton - Clinton County Services for the Homeless - ESG-CV RRH,2266,42,"Clinton County Services for the Homeless, Inc.",1074,Clinton - Clinton County Services for the Homeless - ESG-CV RRH
Ross County Community Action Commission,370,Ross County CAC - ESG-CV HP,2269,78,Ross County Community Action Commission,886,Ross - Ross County CAC - ESG-CV HP
Ross County Community Action Commission,370,Ross County CAC - ESG-CV RRH,2270,78,Ross County Community Action Commission,887,Ross - Ross County CAC - ESG-CV HP
"Pickaway County Community Action Organization, Inc.",63,Pickaway - Pickaway County CAO - ESG-CV HP,2267,17,"Pickaway County Community Action Organization, Inc.",884,Pickaway - Pickaway County CAO - ESG-CV HP
"Pickaway County Community Action Organization, Inc.",63,Pickaway - Pickaway County CAO - ESG-CV RRH,2268,17,"Pickaway County Community Action Organization, Inc.",885,Pickaway - Pickaway County CAO - ESG-CV RRH
Coleman Professional Services,4,Portage - Coleman Professional Services - SSO,2481,2,Coleman Professional Services,0,Portage - Coleman Professional Services - SSO
Ravenwood Mental Health Center,93,Geauga - Ravenwood Mental Health Center - AP,1809,30,Ravenwood Mental Health Center,1066,Geauga - Ravenwood Mental Health Center - AP
